Date Time,Open,High,Low,Close
Time: 15:40:00.000 Date: 2018-01-02,19.52841,19.52901,19.52413,19.52608
Time: 15:41:00.000 Date: 2018-01-02,19.526,19.52785,19.52495,19.52585
Time: 15:42:00.000 Date: 2018-01-02,19.52616,19.52766,19.52179,19.52471
Time: 15:43:00.000 Date: 2018-01-02,19.52487,19.52615,19.52396,19.52446
Time: 15:44:00.000 Date: 2018-01-02,19.52437,19.52618,19.52103,19.52216
Time: 15:45:00.000 Date: 2018-01-02,19.52245,19.52557,19.52065,19.52116
Time: 15:46:00.000 Date: 2018-01-02,19.52058,19.53017,19.51744,19.52583
Time: 15:47:00.000 Date: 2018-01-02,19.52527,19.52921,19.52166,19.52421
Time: 15:48:00.000 Date: 2018-01-02,19.52422,19.53188,19.52422,19.52859
Time: 15:49:00.000 Date: 2018-01-02,19.52882,19.53075,19.52843,19.52945
Time: 14:25:00.000 Date: 2018-01-03,19.36111,19.36411,19.3553,19.35577
Time: 14:26:00.000 Date: 2018-01-03,19.35615,19.36015,19.35583,19.35965
Time: 14:27:00.000 Date: 2018-01-03,19.35972,19.36029,19.35694,19.35728
Time: 14:28:00.000 Date: 2018-01-03,19.35729,19.35752,19.3547,19.35752
Time: 14:29:00.000 Date: 2018-01-03,19.35716,19.36059,19.35716,19.36052
Time: 14:30:00.000 Date: 2018-01-03,19.3609,19.36466,19.36021,19.36466
Time: 14:31:00.000 Date: 2018-01-03,19.36412,19.36465,19.3603,19.36415
Time: 14:32:00.000 Date: 2018-01-03,19.36397,19.36637,19.36397,19.36637
Time: 14:33:00.000 Date: 2018-01-03,19.36667,19.36716,19.35945,19.35946
Time: 14:34:00.000 Date: 2018-01-03,19.35965,19.35988,19.35135,19.35295
Time: 14:35:00.000 Date: 2018-01-03,19.35443,19.36287,19.35407,19.36287
Time: 14:36:00.000 Date: 2018-01-03,19.36285,19.3632,19.35913,19.35953
Time: 14:37:00.000 Date: 2018-01-03,19.35915,19.35953,19.35258,19.35671
Time: 14:38:00.000 Date: 2018-01-03,19.35672,19.3617,19.35552,19.35967
Time: 14:39:00.000 Date: 2018-01-03,19.35884,19.36066,19.35884,19.36009
Time: 14:40:00.000 Date: 2018-01-03,19.36024,19.36527,19.35995,19.3651
Time: 14:41:00.000 Date: 2018-01-03,19.36568,19.37368,19.36568,19.37282
Time: 14:42:00.000 Date: 2018-01-03,19.37242,19.38001,19.37242,19.38001
Time: 14:43:00.000 Date: 2018-01-03,19.38017,19.38018,19.36817,19.36965
Time: 14:44:00.000 Date: 2018-01-03,19.36934,19.37018,19.36474,19.36493
Time: 14:45:00.000 Date: 2018-01-03,19.36494,19.36881,19.36237,19.36866
Time: 14:46:00.000 Date: 2018-01-03,19.36841,19.37918,19.36841,19.37716
Time: 14:47:00.000 Date: 2018-01-03,19.37715,19.37716,19.36713,19.36892
Time: 14:48:00.000 Date: 2018-01-03,19.36866,19.37036,19.36566,19.36862
Time: 14:49:00.000 Date: 2018-01-03,19.36861,19.36954,19.35888,19.35897
Time: 14:50:00.000 Date: 2018-01-03,19.35915,19.36419,19.35629,19.35868
Time: 14:51:00.000 Date: 2018-01-03,19.35844,19.35995,19.35734,19.35764
Time: 14:52:00.000 Date: 2018-01-03,19.35575,19.35575,19.35015,19.35141
Time: 14:53:00.000 Date: 2018-01-03,19.35204,19.35616,19.3506,19.35121
Time: 14:54:00.000 Date: 2018-01-03,19.35139,19.3514,19.34094,19.34175
Time: 14:55:00.000 Date: 2018-01-03,19.34239,19.34458,19.34104,19.34311
Time: 14:56:00.000 Date: 2018-01-03,19.34289,19.3447,19.33857,19.33885
Time: 14:57:00.000 Date: 2018-01-03,19.33876,19.34015,19.33815,19.33985
Time: 14:58:00.000 Date: 2018-01-03,19.34035,19.34215,19.33943,19.33948
Time: 14:59:00.000 Date: 2018-01-03,19.33947,19.34166,19.33786,19.33965
Time: 15:00:00.000 Date: 2018-01-03,19.33975,19.3567,19.33965,19.34707
Time: 15:01:00.000 Date: 2018-01-03,19.34687,19.35375,19.346,19.34661
Time: 15:02:00.000 Date: 2018-01-03,19.34653,19.34665,19.34554,19.34665
Time: 15:03:00.000 Date: 2018-01-03,19.3445,19.34632,19.3424,19.34591
Time: 15:04:00.000 Date: 2018-01-03,19.34582,19.34995,19.34564,19.34995
Time: 15:05:00.000 Date: 2018-01-03,19.35083,19.3568,19.35083,19.35372
Time: 15:06:00.000 Date: 2018-01-03,19.35269,19.35269,19.34452,19.34611
Time: 15:07:00.000 Date: 2018-01-03,19.34602,19.35543,19.34602,19.35393
Time: 15:08:00.000 Date: 2018-01-03,19.35376,19.3569,19.3533,19.3568
Time: 15:09:00.000 Date: 2018-01-03,19.35696,19.35782,19.35393,19.35782
Time: 15:10:00.000 Date: 2018-01-03,19.35781,19.3658,19.35751,19.3658
Time: 15:11:00.000 Date: 2018-01-03,19.36561,19.37297,19.36561,19.37272
Time: 15:12:00.000 Date: 2018-01-03,19.37264,19.37316,19.36568,19.37056
Time: 15:13:00.000 Date: 2018-01-03,19.37041,19.37866,19.37033,19.37795
Time: 15:14:00.000 Date: 2018-01-03,19.37776,19.37866,19.37576,19.37766
Time: 15:15:00.000 Date: 2018-01-03,19.37794,19.39066,19.37745,19.39066
Time: 15:16:00.000 Date: 2018-01-03,19.38981,19.39415,19.38549,19.38566
Time: 15:17:00.000 Date: 2018-01-03,19.38585,19.38816,19.3858,19.3858
Time: 15:18:00.000 Date: 2018-01-03,19.38615,19.38665,19.3858,19.38615
Time: 15:19:00.000 Date: 2018-01-03,19.38593,19.38865,19.38471,19.38815
Time: 15:20:00.000 Date: 2018-01-03,19.38765,19.39,19.38675,19.39
Time: 15:21:00.000 Date: 2018-01-03,19.38991,19.39057,19.38884,19.38932
Time: 15:22:00.000 Date: 2018-01-03,19.38789,19.39716,19.38698,19.39716
Time: 15:23:00.000 Date: 2018-01-03,19.39733,19.39815,19.39733,19.39815
Time: 15:24:00.000 Date: 2018-01-03,19.39816,19.40615,19.39784,19.40466
