Date Time,Open,High,Low,Close
Time: 18:40:00.000 Date: 2018-01-02,0.71043,0.71048,0.71042,0.71046
Time: 18:41:00.000 Date: 2018-01-02,0.71047,0.71051,0.71046,0.71049
Time: 18:42:00.000 Date: 2018-01-02,0.71047,0.71049,0.71046,0.71046
Time: 18:43:00.000 Date: 2018-01-02,0.71047,0.71051,0.71042,0.71042
Time: 18:44:00.000 Date: 2018-01-02,0.71041,0.7105,0.71037,0.71048
Time: 18:45:00.000 Date: 2018-01-02,0.71049,0.71051,0.71047,0.71047
Time: 18:46:00.000 Date: 2018-01-02,0.71048,0.71049,0.71044,0.71045
Time: 18:47:00.000 Date: 2018-01-02,0.71046,0.71046,0.71045,0.71045
Time: 18:48:00.000 Date: 2018-01-02,0.71046,0.71047,0.71045,0.71046
Time: 18:49:00.000 Date: 2018-01-02,0.71047,0.71049,0.71046,0.71048
Time: 17:25:00.000 Date: 2018-01-03,0.71023,0.71024,0.71018,0.71019
Time: 17:26:00.000 Date: 2018-01-03,0.7102,0.71022,0.71019,0.71022
Time: 17:27:00.000 Date: 2018-01-03,0.71021,0.71026,0.71021,0.71021
Time: 17:28:00.000 Date: 2018-01-03,0.7102,0.71023,0.7102,0.71022
Time: 17:29:00.000 Date: 2018-01-03,0.71021,0.71022,0.71019,0.71022
Time: 17:30:00.000 Date: 2018-01-03,0.71021,0.71029,0.71021,0.71023
Time: 17:31:00.000 Date: 2018-01-03,0.71024,0.71024,0.71013,0.71024
Time: 17:32:00.000 Date: 2018-01-03,0.71025,0.71029,0.71023,0.71027
Time: 17:33:00.000 Date: 2018-01-03,0.71025,0.71026,0.71022,0.71022
Time: 17:34:00.000 Date: 2018-01-03,0.71024,0.71026,0.71024,0.71024
Time: 17:35:00.000 Date: 2018-01-03,0.71025,0.7103,0.71023,0.71026
Time: 17:36:00.000 Date: 2018-01-03,0.71025,0.71033,0.71023,0.71032
Time: 17:37:00.000 Date: 2018-01-03,0.71033,0.71033,0.71023,0.71024
Time: 17:38:00.000 Date: 2018-01-03,0.71027,0.71033,0.71023,0.7103
Time: 17:39:00.000 Date: 2018-01-03,0.71031,0.71031,0.7103,0.7103
Time: 17:40:00.000 Date: 2018-01-03,0.71031,0.71031,0.71023,0.7103
Time: 17:41:00.000 Date: 2018-01-03,0.71029,0.71031,0.71026,0.71026
Time: 17:42:00.000 Date: 2018-01-03,0.71024,0.71027,0.71023,0.71024
Time: 17:43:00.000 Date: 2018-01-03,0.71023,0.71025,0.71021,0.71022
Time: 17:44:00.000 Date: 2018-01-03,0.71025,0.71026,0.71024,0.71024
Time: 17:45:00.000 Date: 2018-01-03,0.71029,0.71031,0.71025,0.71031
Time: 17:46:00.000 Date: 2018-01-03,0.71032,0.71032,0.71024,0.71029
Time: 17:47:00.000 Date: 2018-01-03,0.71028,0.71028,0.71018,0.7102
Time: 17:48:00.000 Date: 2018-01-03,0.71019,0.71019,0.71015,0.71018
Time: 17:49:00.000 Date: 2018-01-03,0.71011,0.71011,0.71008,0.7101
Time: 17:50:00.000 Date: 2018-01-03,0.71009,0.7101,0.71009,0.7101
Time: 17:51:00.000 Date: 2018-01-03,0.71009,0.71018,0.71009,0.71015
Time: 17:52:00.000 Date: 2018-01-03,0.71019,0.71021,0.71019,0.71021
Time: 17:53:00.000 Date: 2018-01-03,0.71022,0.71031,0.71021,0.71031
Time: 17:54:00.000 Date: 2018-01-03,0.71033,0.71033,0.71031,0.71032
Time: 17:55:00.000 Date: 2018-01-03,0.71031,0.71035,0.71031,0.71035
Time: 17:56:00.000 Date: 2018-01-03,0.71034,0.7104,0.71033,0.7104
Time: 17:57:00.000 Date: 2018-01-03,0.71041,0.71041,0.71041,0.71041
Time: 17:58:00.000 Date: 2018-01-03,0.71043,0.71045,0.71041,0.71045
Time: 17:59:00.000 Date: 2018-01-03,0.71044,0.71066,0.71041,0.71052
Time: 18:00:00.000 Date: 2018-01-03,0.71045,0.71048,0.71041,0.71041
Time: 18:01:00.000 Date: 2018-01-03,0.7104,0.71044,0.7104,0.7104
Time: 18:02:00.000 Date: 2018-01-03,0.71041,0.71044,0.7104,0.7104
Time: 18:03:00.000 Date: 2018-01-03,0.71039,0.71045,0.71039,0.7104
Time: 18:04:00.000 Date: 2018-01-03,0.71039,0.7104,0.71038,0.7104
Time: 18:05:00.000 Date: 2018-01-03,0.71039,0.7104,0.71038,0.71039
Time: 18:06:00.000 Date: 2018-01-03,0.71038,0.71039,0.71037,0.71038
Time: 18:07:00.000 Date: 2018-01-03,0.71037,0.71037,0.7103,0.7103
Time: 18:08:00.000 Date: 2018-01-03,0.71031,0.71031,0.71028,0.71028
Time: 18:09:00.000 Date: 2018-01-03,0.71029,0.71029,0.71029,0.71029
Time: 18:10:00.000 Date: 2018-01-03,0.71028,0.71029,0.71028,0.71029
Time: 18:11:00.000 Date: 2018-01-03,0.7103,0.71039,0.7103,0.71038
Time: 18:12:00.000 Date: 2018-01-03,0.71031,0.71031,0.71028,0.71029
Time: 18:13:00.000 Date: 2018-01-03,0.7103,0.71032,0.71027,0.71029
Time: 18:14:00.000 Date: 2018-01-03,0.71028,0.71028,0.7102,0.7102
Time: 18:15:00.000 Date: 2018-01-03,0.71022,0.71023,0.71022,0.71023
Time: 18:16:00.000 Date: 2018-01-03,0.71022,0.71024,0.71021,0.71021
Time: 18:17:00.000 Date: 2018-01-03,0.71022,0.71031,0.71021,0.7103
Time: 18:18:00.000 Date: 2018-01-03,0.71031,0.71033,0.71028,0.71028
Time: 18:19:00.000 Date: 2018-01-03,0.71029,0.7103,0.71028,0.71028
Time: 18:20:00.000 Date: 2018-01-03,0.71029,0.71031,0.71028,0.71028
Time: 18:21:00.000 Date: 2018-01-03,0.71027,0.7103,0.71027,0.71027
Time: 18:22:00.000 Date: 2018-01-03,0.71028,0.71028,0.71027,0.71028
Time: 18:23:00.000 Date: 2018-01-03,0.71027,0.71029,0.71027,0.71028
Time: 18:24:00.000 Date: 2018-01-03,0.71025,0.71029,0.71022,0.71028
Time: 18:25:00.000 Date: 2018-01-03,0.71025,0.71028,0.71025,0.71028
Time: 18:26:00.000 Date: 2018-01-03,0.71023,0.71023,0.71019,0.7102
Time: 18:27:00.000 Date: 2018-01-03,0.71019,0.71021,0.71019,0.71021
Time: 18:28:00.000 Date: 2018-01-03,0.7102,0.71022,0.71019,0.71021
Time: 18:29:00.000 Date: 2018-01-03,0.71022,0.71025,0.7102,0.71021
Time: 18:30:00.000 Date: 2018-01-03,0.7102,0.71022,0.71019,0.7102
Time: 18:31:00.000 Date: 2018-01-03,0.71021,0.71027,0.7102,0.71026
Time: 18:32:00.000 Date: 2018-01-03,0.71023,0.71031,0.71022,0.71029
Time: 18:33:00.000 Date: 2018-01-03,0.71024,0.71027,0.71023,0.71025
Time: 18:34:00.000 Date: 2018-01-03,0.71026,0.7103,0.71026,0.71029
Time: 18:35:00.000 Date: 2018-01-03,0.71032,0.71035,0.7103,0.71031
Time: 18:36:00.000 Date: 2018-01-03,0.71032,0.71035,0.71032,0.71033
Time: 18:37:00.000 Date: 2018-01-03,0.71032,0.71034,0.71031,0.71031
Time: 18:38:00.000 Date: 2018-01-03,0.71034,0.71043,0.71034,0.71036
Time: 18:39:00.000 Date: 2018-01-03,0.71035,0.71037,0.71035,0.71035
Time: 18:40:00.000 Date: 2018-01-03,0.71036,0.71041,0.71035,0.7104
Time: 18:41:00.000 Date: 2018-01-03,0.71041,0.71049,0.7104,0.71049
Time: 18:42:00.000 Date: 2018-01-03,0.7105,0.71051,0.71049,0.7105
Time: 18:43:00.000 Date: 2018-01-03,0.71049,0.71054,0.71047,0.7105
Time: 18:44:00.000 Date: 2018-01-03,0.71049,0.71053,0.71049,0.71051
Time: 18:45:00.000 Date: 2018-01-03,0.7105,0.7105,0.71048,0.71049
Time: 18:46:00.000 Date: 2018-01-03,0.7105,0.7105,0.71049,0.71049
Time: 18:47:00.000 Date: 2018-01-03,0.7105,0.71059,0.71049,0.71059
Time: 18:48:00.000 Date: 2018-01-03,0.71055,0.7106,0.71051,0.7106
Time: 18:49:00.000 Date: 2018-01-03,0.71062,0.71062,0.7106,0.71061
Time: 17:25:00.000 Date: 2018-01-04,0.71438,0.71438,0.71437,0.71437
Time: 17:26:00.000 Date: 2018-01-04,0.71436,0.71436,0.71435,0.71435
Time: 17:27:00.000 Date: 2018-01-04,0.71436,0.71436,0.71416,0.71427
Time: 17:28:00.000 Date: 2018-01-04,0.71432,0.7144,0.71427,0.71438
Time: 17:29:00.000 Date: 2018-01-04,0.71437,0.71448,0.71437,0.71441
Time: 17:30:00.000 Date: 2018-01-04,0.71439,0.71441,0.71437,0.7144
Time: 17:31:00.000 Date: 2018-01-04,0.71444,0.71456,0.71444,0.71456
Time: 17:32:00.000 Date: 2018-01-04,0.71455,0.71458,0.7145,0.71458
Time: 17:33:00.000 Date: 2018-01-04,0.71459,0.7146,0.71459,0.7146
Time: 17:34:00.000 Date: 2018-01-04,0.71464,0.71465,0.71463,0.71464
Time: 17:35:00.000 Date: 2018-01-04,0.7147,0.71479,0.71468,0.71477
Time: 17:36:00.000 Date: 2018-01-04,0.71478,0.7148,0.71474,0.7148
Time: 17:37:00.000 Date: 2018-01-04,0.71479,0.7148,0.71478,0.71479
Time: 17:38:00.000 Date: 2018-01-04,0.71478,0.71486,0.71475,0.71477
Time: 17:39:00.000 Date: 2018-01-04,0.71478,0.71483,0.71477,0.71477
Time: 17:40:00.000 Date: 2018-01-04,0.71478,0.71481,0.71478,0.7148
Time: 17:41:00.000 Date: 2018-01-04,0.71488,0.71498,0.71487,0.71497
Time: 17:42:00.000 Date: 2018-01-04,0.71498,0.71514,0.71496,0.71514
Time: 17:43:00.000 Date: 2018-01-04,0.71517,0.71528,0.71511,0.71525
Time: 17:44:00.000 Date: 2018-01-04,0.71528,0.71528,0.71512,0.71528
Time: 17:45:00.000 Date: 2018-01-04,0.71527,0.71527,0.71488,0.71488
Time: 17:46:00.000 Date: 2018-01-04,0.71489,0.71499,0.71486,0.71498
Time: 17:47:00.000 Date: 2018-01-04,0.71491,0.71502,0.71488,0.71494
Time: 17:48:00.000 Date: 2018-01-04,0.71495,0.71502,0.71489,0.71497
Time: 17:49:00.000 Date: 2018-01-04,0.715,0.7151,0.71498,0.7151
Time: 17:50:00.000 Date: 2018-01-04,0.71508,0.71509,0.71497,0.71498
Time: 17:51:00.000 Date: 2018-01-04,0.71497,0.71507,0.71496,0.71506
Time: 17:52:00.000 Date: 2018-01-04,0.71505,0.71521,0.71501,0.71516
Time: 17:53:00.000 Date: 2018-01-04,0.71515,0.71516,0.71498,0.71506
Time: 17:54:00.000 Date: 2018-01-04,0.71507,0.71508,0.71505,0.71507
Time: 17:55:00.000 Date: 2018-01-04,0.71508,0.71509,0.71506,0.71507
Time: 17:56:00.000 Date: 2018-01-04,0.71506,0.71508,0.71506,0.71506
Time: 17:57:00.000 Date: 2018-01-04,0.71507,0.7151,0.71505,0.7151
Time: 17:58:00.000 Date: 2018-01-04,0.71517,0.7152,0.71516,0.71518
Time: 17:59:00.000 Date: 2018-01-04,0.71517,0.71527,0.71517,0.71524
Time: 18:00:00.000 Date: 2018-01-04,0.71523,0.71528,0.71509,0.71509
Time: 18:01:00.000 Date: 2018-01-04,0.7151,0.71526,0.71509,0.71526
Time: 18:02:00.000 Date: 2018-01-04,0.71527,0.71529,0.71526,0.71527
Time: 18:03:00.000 Date: 2018-01-04,0.71528,0.71548,0.71528,0.71545
Time: 18:04:00.000 Date: 2018-01-04,0.71546,0.71549,0.71545,0.71547
Time: 18:05:00.000 Date: 2018-01-04,0.71548,0.71551,0.71543,0.71547
