,MXN-CAD,GBP-CAD,USD-DKK,XAU-USD,USD-MXN,THB-CAD,BRL-CAD,ZAR-CAD,USD-JPY,GBP-JPY,USD-CNH,EUR-PHP,USD-ILS,EUR-KRW,EUR-NZD,PEN-CAD,USD-SGD,EUR-INR,EUR-ZAR,AUD-JPY,EUR-CZK,EUR-SEK,USD-ZAR,EUR-PLN,USD-THB,USD-CHF,EUR-BRL,EUR-DKK,EUR-CAD,USD-CZK,EUR-ILS,CHF-CAD,EUR-IDR,CAD-JPY,TRY-CAD,NOK-CAD,EUR-HKD,EUR-THB,EUR-MYR,EUR-TRY,SAR-CAD,USD-SEK,INR-CAD,MYR-CAD,USD-PLN,EUR-RON,GBP-USD,EUR-BGN,EUR-AUD,EUR-HRK,EUR-HUF,USD-HUF,NZD-USD,RUB-CAD,HKD-CAD,AUD-USD,USD-TRY,AUD-CAD,CNY-CAD,KRW-CAD,EUR-NOK,EUR-CHF,EUR-CNY,SGD-CAD,NZD-CAD,CHF-JPY,EUR-RUB,JPY-CAD,USD-HKD,TWD-CAD,EUR-USD,EUR-SGD,EUR-MXN,USD-CAD,EUR-GBP,IDR-CAD,SEK-CAD,EUR-JPY
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
